Model,Manufacturer,Model_year,Drivetrain,Warranty,Accident,Condition,Battery,Mileage,knn,knn_2,Price
RSeTGT,A사,y0,AWD,w8,No,Brand New,90.0,5185,100.01,100.01,100.02
ION5,H사,y0,AWD,w6,No,Nearly New,65.739,15690,34.63,34.63,34.63
M3,T사,y0,RWD,w8,No,Brand New,90.0,2069,54.5,54.5,54.5
i3,B사,y0,AWD,w0,No,Pre-Owned,46.0,102613,22.35,22.35,22.35
ID4,V사,y0,AWD,w7,No,Brand New,90.0,1872,33.58,33.58,33.58
IONIQ,H사,y1,FWD,w1,No,Pre-Owned,56.07,60762,23.49,23.49,23.5
Niro,K사,y0,AWD,w9,No,Brand New,90.0,1091,25.79,25.79,25.79
KNE,H사,y2,FWD,w8,Yes,Nearly New,68.488,18103,27.06,27.06,27.06
TayCT,P사,y0,AWD,w2,No,Brand New,90.0,4827,120.01,121.0,120.02
EV6,K사,y0,AWD,w10,No,Brand New,90.0,9890,48.85,48.85,48.86
Soul,K사,y0,AWD,w9,No,Brand New,90.0,6304,20.34,20.34,20.34
M3,T사,y0,RWD,w8,No,Brand New,90.0,1372,54.77,54.77,54.84
iX,B사,y0,RWD,w7,No,Brand New,90.0,651,79.56,79.56,79.56
MS,T사,y0,AWD,w8,No,Brand New,99.8,924,64.22,64.22,64.22
RSeTGT,A사,y0,AWD,w7,No,Brand New,90.0,2062,99.99,99.99,100.0
EV6,K사,y0,FWD,w10,No,Brand New,90.0,9866,47.61,47.61,47.61
RSeTGT,A사,y0,AWD,w0,No,Pre-Owned,78.227,197674,93.99,93.99,94.0
i5,B사,y0,AWD,w3,No,Nearly New,66.208,25459,64.59,64.59,64.6
MY,T사,y0,AWD,w2,No,Pre-Owned,58.707,64532,76.13,76.13,76.13
eT,A사,y0,AWD,w0,No,Pre-Owned,68.532,55193,69.95,69.95,69.33
i5,B사,y0,AWD,w2,No,Pre-Owned,63.56,72874,62.27,62.27,62.27
Q4eT,A사,y0,AWD,w7,No,Brand New,90.0,4880,59.72,59.72,59.73
TayGTS,P사,y0,AWD,w2,No,Brand New,93.4,9552,160.02,160.02,160.15
ID4,V사,y0,AWD,w7,No,Brand New,90.0,4300,33.25,33.25,33.26
KNE,H사,y0,FWD,w10,No,Brand New,90.0,2020,21.83,21.83,21.67
i5,B사,y0,AWD,w0,No,Pre-Owned,58.577,137388,60.33,60.33,61.3
Q4eT,A사,y0,AWD,w4,No,Nearly New,69.646,31013,59.0,59.0,59.0
Q4eT,A사,y0,AWD,w8,No,Brand New,90.0,3310,59.99,59.99,60.0
i3,B사,y1,AWD,w5,No,Nearly New,56.0,12355,23.86,23.86,22.9
TayCT,P사,y0,AWD,w2,No,Pre-Owned,76.093,51761,128.14,125.0,128.52
MS,T사,y0,AWD,w8,No,Brand New,99.8,1792,64.56,64.56,64.56
MS,T사,y0,AWD,w8,No,Brand New,99.8,7587,64.07,64.07,64.07
MS,T사,y0,AWD,w8,No,Brand New,99.8,5736,64.06,64.06,64.06
EV6,K사,y0,FWD,w10,No,Brand New,90.0,2508,47.72,47.72,47.55
IONIQ,H사,y0,FWD,w3,No,Nearly New,47.89,16568,17.96,17.96,17.96
MY,T사,y0,AWD,w0,No,Pre-Owned,54.104,92277,74.36,74.36,74.37
Soul,K사,y0,AWD,w9,No,Brand New,90.0,4329,20.74,20.74,19.85
RSeTGT,A사,y0,AWD,w2,No,Pre-Owned,78.227,167323,97.53,97.53,97.53
ION6,H사,y0,AWD,w1,Yes,Pre-Owned,53.602,80648,36.53,36.53,37.15
ID4,V사,y0,AWD,w3,No,Nearly New,62.784,12093,40.16,40.16,40.17
KNE,H사,y2,FWD,w8,No,Nearly New,68.488,44185,27.86,27.86,27.86
TayGTS,P사,y0,AWD,w2,No,Pre-Owned,67.378,51432,152.05,152.05,151.06
MX,T사,y0,AWD,w7,No,Brand New,96.0,9952,78.11,78.11,78.95
M3,T사,y0,RWD,w0,No,Pre-Owned,51.94,131073,50.61,50.61,50.96
Soul,K사,y0,FWD,w5,No,Nearly New,56.0,49699,22.23,22.23,22.23
iX,B사,y0,AWD,w8,No,Brand New,90.0,3176,79.74,79.74,79.75
i3,B사,y0,RWD,w0,No,Pre-Owned,46.0,123711,22.3,22.3,22.31
EV6,K사,y0,AWD,w9,No,Brand New,90.0,8191,40.69,40.69,40.69
EV6,K사,y0,FWD,w10,No,Brand New,90.0,6658,48.0,48.0,48.01
iX,B사,y0,AWD,w8,No,Brand New,90.0,9023,80.78,80.78,80.79
i3,B사,y1,RWD,w5,No,Nearly New,56.0,45935,23.92,23.92,23.93
iX,B사,y0,RWD,w7,No,Brand New,90.0,3115,79.33,79.33,79.33
ID4,V사,y0,AWD,w8,No,Brand New,90.0,4646,39.06,39.06,39.06
MS,T사,y0,AWD,w4,No,Nearly New,84.935,31399,84.16,84.16,84.16
MY,T사,y0,AWD,w7,No,Brand New,90.0,1942,63.92,63.92,63.92
Soul,K사,y0,FWD,w2,No,Pre-Owned,46.169,52392,22.64,22.64,23.01
Q4eT,A사,y0,AWD,w2,No,Pre-Owned,64.186,168292,57.8,57.8,57.8
KNE,H사,y0,FWD,w6,No,Nearly New,68.488,39571,27.06,27.06,27.07
IONIQ,H사,y1,FWD,w3,No,Pre-Owned,49.28,59994,13.94,13.94,13.95
ION6,H사,y0,AWD,w3,No,Pre-Owned,58.162,92858,37.99,37.99,38.0
eT,A사,y0,AWD,w7,No,Brand New,91.2,4097,64.91,64.91,64.92
ID4,V사,y0,AWD,w2,Yes,Pre-Owned,60.272,199818,39.56,39.56,39.56
ION5,H사,y0,AWD,w9,No,Brand New,90.0,2824,35.99,35.99,36.0
i3,B사,y1,AWD,w5,No,Nearly New,56.0,12436,23.86,23.86,23.87
TayCT,P사,y0,AWD,w2,No,Brand New,90.0,5219,120.45,121.0,120.45
ID4,V사,y0,AWD,w8,No,Brand New,90.0,3824,39.92,39.92,39.93
Niro,K사,y2,FWD,w8,No,Nearly New,58.982,14951,28.25,28.25,28.01
MY,T사,y0,AWD,w7,No,Brand New,90.0,1728,64.04,64.04,64.04
ION5,H사,y2,AWD,w8,No,Nearly New,71.332,17294,34.53,34.53,34.91
MX,T사,y0,AWD,w0,No,Pre-Owned,72.139,120080,87.57,87.57,87.57
MS,T사,y0,AWD,w7,No,Brand New,96.0,460,70.01,70.01,70.02
TayCT,P사,y0,AWD,w2,No,Pre-Owned,76.093,148254,128.88,125.0,128.88
KNE,H사,y0,FWD,w10,No,Brand New,90.0,103,22.22,22.22,22.22
ION5,H사,y0,AWD,w9,No,Brand New,90.0,8663,35.45,35.45,35.46
RSeTGT,A사,y0,AWD,w8,No,Brand New,90.0,5324,99.99,99.99,100.0
Niro,K사,y1,FWD,w7,No,Nearly New,56.623,30573,27.3,27.3,27.31
Q4eT,A사,y1,AWD,w5,No,Nearly New,72.548,22099,58.13,58.13,58.13
Tay,P사,y0,AWD,w2,No,Pre-Owned,54.849,132658,115.89,115.89,115.89
i3,B사,y0,RWD,w1,No,Pre-Owned,46.0,104701,23.45,23.45,23.2
Soul,K사,y0,AWD,w9,No,Brand New,90.0,6403,20.03,20.03,20.04
TayCT,P사,y0,AWD,w2,No,Pre-Owned,76.093,147806,124.22,125.0,124.22
eT,A사,y0,AWD,w8,No,Brand New,95.0,8568,59.5,59.5,59.5
i3,B사,y0,RWD,w0,No,Pre-Owned,46.0,164463,22.44,22.44,22.44
Tay,P사,y0,AWD,w2,No,Brand New,90.0,2206,103.81,95.0,103.81
ION5,H사,y1,AWD,w7,No,Nearly New,68.479,29582,34.93,34.93,34.88
Niro,K사,y2,FWD,w8,Yes,Nearly New,58.982,17921,27.25,27.25,27.26
MX,T사,y0,AWD,w0,No,Pre-Owned,72.139,179486,87.47,87.47,87.47
MS,T사,y1,AWD,w5,No,Nearly New,88.474,23978,84.04,84.04,84.05
M3,T사,y0,RWD,w8,No,Brand New,90.0,5838,54.51,54.51,54.51
Q4eT,A사,y0,AWD,w7,No,Brand New,90.0,7347,59.61,59.61,59.62
TayGTS,P사,y0,AWD,w2,No,Pre-Owned,64.683,161364,151.47,151.47,151.47
ID4,V사,y0,AWD,w7,No,Brand New,90.0,8734,34.17,34.17,34.18
ID4,V사,y2,AWD,w6,No,Nearly New,70.963,21411,37.47,37.47,37.45
Soul,K사,y1,AWD,w7,No,Nearly New,56.623,20716,23.98,23.98,23.98
M3,T사,y0,RWD,w7,No,Brand New,90.0,836,46.95,46.95,46.95
KNE,H사,y2,FWD,w8,No,Nearly New,68.488,22006,28.71,28.71,28.72
i5,B사,y1,RWD,w5,No,Nearly New,71.841,16897,61.26,61.26,60.89
RSeTGT,A사,y1,AWD,w5,No,Nearly New,78.227,22710,99.12,99.12,99.3
MY,T사,y0,AWD,w7,No,Brand New,90.0,8700,63.45,63.45,63.22
TayGTS,P사,y0,AWD,w2,No,Pre-Owned,64.683,115158,151.33,151.33,151.08
EV6,K사,y0,FWD,w10,No,Brand New,90.0,5643,48.12,48.12,48.13
iX,B사,y0,RWD,w8,No,Brand New,90.0,3236,81.05,81.05,81.06
ION6,H사,y0,AWD,w1,No,Pre-Owned,53.602,130119,36.97,36.97,36.98
MY,T사,y0,AWD,w7,No,Brand New,90.0,1450,62.96,62.96,62.96
KNE,H사,y0,FWD,w9,No,Brand New,90.0,6935,23.79,23.79,23.79
TayCT,P사,y0,AWD,w2,No,Pre-Owned,76.093,65424,127.78,125.0,127.78
Soul,K사,y0,FWD,w5,No,Nearly New,56.0,29420,23.82,23.82,23.82
ION5,H사,y2,AWD,w8,No,Nearly New,71.332,26073,34.49,34.49,34.49
IONIQ,H사,y0,FWD,w3,No,Pre-Owned,58.77,73469,24.03,24.03,24.04
RSeTGT,A사,y0,AWD,w4,No,Nearly New,78.227,44041,99.0,99.0,99.0
MY,T사,y0,AWD,w8,No,Brand New,90.0,563,74.78,74.78,74.78
MS,T사,y0,AWD,w0,No,Pre-Owned,72.139,134875,79.3,79.3,79.3
Tay,P사,y0,AWD,w2,No,Nearly New,67.268,30688,120.5,120.5,120.51
MX,T사,y0,AWD,w8,No,Brand New,99.8,7832,72.84,72.84,72.85
eT,A사,y2,AWD,w6,No,Nearly New,87.552,13432,74.7,74.7,74.71
IONIQ,H사,y0,FWD,w3,No,Pre-Owned,48.54,54266,15.95,15.95,15.96
ION5,H사,y0,AWD,w9,No,Brand New,90.0,3166,35.99,35.99,36.0
Tay,P사,y0,AWD,w2,No,Pre-Owned,54.849,197688,114.16,114.16,114.16
iX,B사,y0,AWD,w8,No,Brand New,90.0,7614,79.7,79.7,79.71
MX,T사,y1,AWD,w5,Yes,Nearly New,88.474,13559,93.07,93.07,93.07
i3,B사,y0,RWD,w8,No,Brand New,90.0,972,24.43,24.43,24.44
Soul,K사,y0,AWD,w2,No,Pre-Owned,46.169,56139,22.64,22.64,22.64
ION6,H사,y0,AWD,w4,No,Pre-Owned,60.585,55011,37.08,37.08,37.09
RSeTGT,A사,y0,AWD,w0,No,Pre-Owned,78.227,132041,93.99,93.99,94.0
TayGTS,P사,y1,AWD,w1,No,Nearly New,82.634,18581,159.31,159.31,159.32
ION5,H사,y0,AWD,w9,No,Brand New,90.0,7322,35.22,35.22,36.0
M3,T사,y0,RWD,w1,No,Pre-Owned,56.359,174719,52.62,52.62,52.62
MX,T사,y0,AWD,w3,No,Nearly New,81.537,28230,92.33,92.33,92.34
i5,B사,y2,AWD,w6,No,Nearly New,74.834,23484,63.22,63.22,63.23
i3,B사,y0,RWD,w0,No,Pre-Owned,46.0,119367,21.71,21.71,21.72
EV6,K사,y0,FWD,w9,No,Brand New,90.0,3583,41.05,41.05,41.05
ID4,V사,y0,AWD,w0,No,Pre-Owned,55.547,67441,38.47,38.47,38.58
Soul,K사,y0,FWD,w9,No,Brand New,90.0,1744,21.34,21.34,21.35
ID4,V사,y0,AWD,w7,No,Brand New,90.0,9849,34.82,34.82,34.83
M3,T사,y0,RWD,w1,No,Pre-Owned,56.359,113246,52.34,52.34,52.35
ION6,H사,y0,AWD,w10,No,Brand New,90.0,3418,38.31,38.31,38.31
EV6,K사,y0,FWD,w10,No,Brand New,90.0,9579,47.8,47.8,48.32
i5,B사,y0,AWD,w0,No,Pre-Owned,58.577,52199,60.59,60.59,61.39
ION6,H사,y0,AWD,w5,No,Nearly New,63.11,47931,37.13,37.13,37.13
Soul,K사,y0,FWD,w6,No,Nearly New,56.0,47439,22.32,22.32,22.33
iX,B사,y0,RWD,w7,No,Brand New,90.0,9674,80.64,80.64,80.33
IONIQ,H사,y2,FWD,w1,No,Pre-Owned,52.06,67838,23.4,23.4,23.4
i3,B사,y0,AWD,w0,No,Pre-Owned,46.0,131962,22.42,22.42,21.98
MY,T사,y1,AWD,w5,No,Nearly New,66.355,24094,74.02,74.02,74.02
KNE,H사,y0,FWD,w2,No,Pre-Owned,68.488,178942,28.28,28.28,28.28
ID4,V사,y0,AWD,w8,No,Brand New,90.0,2872,40.94,40.94,40.95
iX,B사,y0,AWD,w7,No,Brand New,90.0,5139,80.37,80.37,80.38
ID4,V사,y0,AWD,w7,No,Brand New,90.0,5281,34.2,34.2,34.21
Soul,K사,y0,FWD,w10,No,Brand New,90.0,444,17.59,17.59,17.59
Tay,P사,y0,AWD,w2,No,Nearly New,64.578,45683,120.37,120.37,120.37
Niro,K사,y0,FWD,w5,No,Nearly New,56.0,20592,28.36,28.36,28.37
EV6,K사,y0,AWD,w10,No,Brand New,90.0,5647,47.84,47.84,47.85
Tay,P사,y0,AWD,w2,No,Pre-Owned,59.515,189307,118.92,118.92,118.93
ID4,V사,y0,AWD,w4,No,Nearly New,65.4,38712,41.55,41.55,41.56
KNE,H사,y0,FWD,w4,No,Pre-Owned,68.488,86615,28.67,28.67,28.68
Q4eT,A사,y0,AWD,w1,No,Pre-Owned,61.619,179008,57.63,57.63,57.63
iX,B사,y0,AWD,w8,No,Brand New,90.0,3398,80.42,80.42,80.42
M3,T사,y2,RWD,w6,No,Nearly New,69.12,34270,49.87,49.87,49.88
MY,T사,y0,AWD,w4,No,Nearly New,63.701,17331,78.18,78.18,78.19
RSeTGT,A사,y0,AWD,w8,No,Brand New,90.0,580,100.9,100.9,100.9
eT,A사,y0,AWD,w8,No,Brand New,95.0,1589,59.92,59.92,59.93
Niro,K사,y0,FWD,w2,No,Pre-Owned,46.169,107882,26.92,26.92,26.92
Niro,K사,y0,FWD,w10,No,Brand New,90.0,8788,21.62,21.62,21.62
ION6,H사,y0,AWD,w2,No,Pre-Owned,55.836,101066,36.67,36.67,36.67
Tay,P사,y1,AWD,w1,No,Nearly New,70.071,44185,121.52,121.52,121.53
MS,T사,y2,AWD,w6,No,Nearly New,92.16,38912,76.42,76.42,76.43
Niro,K사,y0,AWD,w6,No,Nearly New,56.0,28394,28.77,28.77,28.78
TayGTS,P사,y0,AWD,w2,No,Brand New,93.4,2554,160.03,160.03,160.05
KNE,H사,y0,FWD,w2,No,Pre-Owned,68.488,118556,27.56,27.56,27.57
RSeTGT,A사,y0,AWD,w8,No,Brand New,90.0,5760,99.99,99.99,100.0
MY,T사,y0,AWD,w7,No,Brand New,90.0,3591,62.97,62.97,62.97
Niro,K사,y0,FWD,w4,No,Pre-Owned,50.096,176537,28.85,28.85,28.85
ID4,V사,y0,AWD,w0,No,Pre-Owned,55.547,157281,39.79,39.79,39.8
Tay,P사,y0,AWD,w2,No,Brand New,90.0,1153,103.73,95.0,103.73
Niro,K사,y0,FWD,w4,Yes,Pre-Owned,50.096,186337,27.71,27.71,27.22
ION6,H사,y2,AWD,w8,No,Nearly New,71.332,14926,37.08,37.08,37.09
eT,A사,y0,AWD,w0,No,Pre-Owned,68.532,58478,70.25,70.25,70.25
Tay,P사,y0,AWD,w2,No,Brand New,90.0,8566,95.65,103.0,95.65
Niro,K사,y2,FWD,w8,No,Nearly New,58.982,42092,27.88,27.88,27.88
KNE,H사,y0,FWD,w4,No,Pre-Owned,68.488,137553,27.74,27.74,27.74
KNE,H사,y2,FWD,w8,No,Nearly New,68.488,21996,27.66,27.66,27.67
ID4,V사,y2,AWD,w6,No,Nearly New,70.963,31337,36.74,36.74,36.74
i5,B사,y0,RWD,w1,No,Pre-Owned,61.018,79746,63.16,63.16,63.17
KNE,H사,y0,FWD,w4,No,Pre-Owned,68.488,60892,28.88,28.88,28.89
eT,A사,y0,AWD,w8,No,Brand New,95.0,9909,59.93,59.93,60.11
MY,T사,y0,AWD,w8,No,Brand New,90.0,565,75.45,75.45,75.46
IONIQ,H사,y1,FWD,w3,No,Pre-Owned,57.63,50437,24.55,24.55,24.56
Q4eT,A사,y0,AWD,w0,No,Pre-Owned,56.788,75429,55.97,55.97,55.98
M3,T사,y0,RWD,w8,No,Brand New,90.0,3050,54.56,54.56,54.56
i3,B사,y0,AWD,w3,No,Nearly New,56.0,44243,23.99,23.99,23.99
Niro,K사,y0,AWD,w3,Yes,Pre-Owned,48.093,125634,28.22,28.22,28.23
MS,T사,y0,AWD,w7,No,Brand New,96.0,3278,70.27,70.27,70.27
Niro,K사,y0,FWD,w6,No,Nearly New,56.0,11717,27.38,27.38,27.38
RSeTGT,A사,y0,AWD,w7,No,Brand New,90.0,9504,100.08,100.08,100.09
M3,T사,y0,RWD,w7,No,Brand New,90.0,783,46.92,46.92,46.82
TayCT,P사,y0,AWD,w2,No,Pre-Owned,76.093,104190,128.78,125.0,128.78
iX,B사,y0,AWD,w8,No,Brand New,90.0,1958,80.21,80.21,80.21
KNE,H사,y0,FWD,w3,No,Pre-Owned,68.488,97008,27.74,27.74,27.74
eT,A사,y0,AWD,w2,No,Pre-Owned,74.362,175838,71.83,71.83,72.24
Niro,K사,y1,AWD,w7,No,Nearly New,56.623,11331,27.32,27.32,27.32
ID4,V사,y0,AWD,w8,No,Brand New,90.0,9467,39.49,39.49,39.49
i3,B사,y0,AWD,w7,No,Brand New,90.0,574,24.96,24.96,24.96
EV6,K사,y0,FWD,w9,No,Brand New,90.0,2488,40.37,40.37,40.38
MY,T사,y0,AWD,w8,No,Brand New,90.0,2918,74.53,74.53,75.78
Tay,P사,y0,AWD,w2,No,Brand New,90.0,1138,95.66,103.0,95.66
MX,T사,y0,AWD,w8,No,Brand New,99.8,1842,71.58,71.58,72.11
Q4eT,A사,y2,AWD,w6,No,Nearly New,75.571,11886,54.05,54.05,54.06
i3,B사,y1,RWD,w5,No,Nearly New,56.0,26080,23.95,23.95,23.95
eT,A사,y0,AWD,w7,No,Brand New,91.2,5111,64.61,64.61,64.62
ION5,H사,y0,AWD,w9,No,Brand New,90.0,8871,35.83,35.83,35.83
ID4,V사,y0,AWD,w8,Yes,Brand New,90.0,204,40.03,40.03,39.11
TayGTS,P사,y2,AWD,w0,No,Nearly New,86.077,12907,159.6,159.6,159.6
ION6,H사,y0,AWD,w3,No,Pre-Owned,58.162,95752,37.95,37.95,37.96
i3,B사,y1,RWD,w5,No,Nearly New,56.0,45812,23.87,23.87,24.0
Niro,K사,y0,FWD,w2,No,Pre-Owned,46.169,81271,27.52,27.52,26.47
MX,T사,y0,AWD,w1,No,Pre-Owned,75.145,114928,91.12,91.12,91.12
MX,T사,y0,AWD,w1,Yes,Pre-Owned,75.145,107510,89.11,89.11,90.17
ID4,V사,y0,AWD,w1,No,Pre-Owned,57.861,170103,39.38,39.38,39.38
ID4,V사,y0,AWD,w8,No,Brand New,90.0,5465,41.13,41.13,41.14
TayGTS,P사,y0,AWD,w2,No,Brand New,90.0,4938,159.99,159.99,160.0
RSeTGT,A사,y0,AWD,w8,No,Brand New,90.0,1461,100.16,100.16,100.17
ION5,H사,y0,AWD,w10,No,Brand New,90.0,1725,35.99,35.99,36.0
iX,B사,y0,RWD,w7,No,Brand New,90.0,7968,79.41,79.41,79.42
TayGTS,P사,y2,AWD,w0,No,Nearly New,86.077,33452,160.52,160.52,160.52
iX,B사,y0,AWD,w8,No,Brand New,90.0,2845,80.77,80.77,80.77
Soul,K사,y0,FWD,w2,Yes,Pre-Owned,46.169,83876,22.38,22.38,22.39
MS,T사,y0,AWD,w7,No,Brand New,96.0,7849,69.58,69.58,70.16
TayGTS,P사,y0,AWD,w2,No,Pre-Owned,70.185,65027,156.38,156.38,156.38
M3,T사,y0,RWD,w2,No,Pre-Owned,58.707,85577,52.72,52.72,52.72
Niro,K사,y1,FWD,w7,No,Nearly New,56.623,41976,27.95,27.95,27.95
RSeTGT,A사,y2,AWD,w6,No,Nearly New,78.227,11468,99.36,99.36,99.12
MY,T사,y0,AWD,w0,No,Pre-Owned,54.104,166222,73.63,73.63,73.53
ION6,H사,y0,AWD,w5,No,Nearly New,63.11,15056,37.99,37.99,38.0
Niro,K사,y0,FWD,w5,No,Nearly New,56.0,12153,28.39,28.39,28.4
i5,B사,y1,RWD,w5,No,Nearly New,71.841,40279,60.43,60.43,60.43
MS,T사,y0,AWD,w7,No,Brand New,96.0,2338,69.3,69.3,69.31
Tay,P사,y0,AWD,w2,No,Brand New,90.0,37,96.35,103.0,96.36
Soul,K사,y0,AWD,w1,No,Pre-Owned,46.0,95232,21.75,21.75,21.76
iX,B사,y0,RWD,w7,No,Brand New,90.0,7209,81.15,81.15,81.15
Soul,K사,y0,AWD,w5,No,Nearly New,56.0,30182,23.31,23.31,23.32
Niro,K사,y2,AWD,w8,No,Nearly New,58.982,30932,27.14,27.14,27.14
KNE,H사,y2,FWD,w8,No,Nearly New,68.488,38289,27.67,27.67,27.68
EV6,K사,y0,FWD,w10,Yes,Brand New,90.0,735,48.1,48.1,48.1
Soul,K사,y1,AWD,w7,No,Nearly New,56.623,16154,22.64,22.64,22.64
EV6,K사,y0,AWD,w10,No,Brand New,90.0,1012,48.26,48.26,48.27
M3,T사,y0,RWD,w8,No,Brand New,90.0,2217,54.99,54.99,55.0
IONIQ,H사,y0,FWD,w3,No,Nearly New,59.64,45794,14.52,14.52,14.52
Soul,K사,y0,FWD,w5,No,Nearly New,56.0,11077,22.8,22.8,22.77
EV6,K사,y0,FWD,w10,No,Brand New,90.0,6654,48.46,48.46,48.46
i5,B사,y0,RWD,w0,No,Pre-Owned,58.577,121960,60.87,60.87,61.0
Soul,K사,y1,FWD,w7,No,Nearly New,56.623,29745,22.3,22.3,22.3
i5,B사,y0,AWD,w1,Yes,Pre-Owned,61.018,151394,63.55,63.55,63.56
EV6,K사,y0,FWD,w10,No,Brand New,90.0,3757,47.91,47.91,48.13
iX,B사,y0,RWD,w8,No,Brand New,90.0,7028,80.21,80.21,80.21
ION6,H사,y0,AWD,w10,No,Brand New,90.0,7915,38.97,38.97,38.97
i3,B사,y0,RWD,w3,No,Nearly New,56.0,49109,23.3,23.3,23.31
ION5,H사,y0,AWD,w9,No,Brand New,90.0,8044,35.19,35.19,35.2
TayGTS,P사,y0,AWD,w2,No,Brand New,93.4,4945,160.06,160.06,160.06
ION5,H사,y2,AWD,w8,No,Nearly New,71.332,21009,34.91,34.91,34.91
iX,B사,y0,RWD,w7,No,Brand New,90.0,6557,80.83,80.83,80.84
MS,T사,y0,AWD,w8,No,Brand New,99.8,83,63.36,63.36,63.37
Tay,P사,y0,AWD,w2,Yes,Brand New,90.0,6437,101.44,101.44,103.74
TayCT,P사,y0,AWD,w2,No,Pre-Owned,76.093,104417,123.53,125.0,123.54
ION5,H사,y0,AWD,w4,No,Pre-Owned,60.585,149195,34.92,34.92,34.92
MX,T사,y0,AWD,w7,No,Brand New,96.0,4921,77.28,77.28,77.29
i3,B사,y0,RWD,w0,No,Pre-Owned,46.0,183564,22.74,22.74,22.74
i5,B사,y0,AWD,w4,No,Nearly New,68.967,49438,63.48,63.48,64.75
i3,B사,y0,RWD,w0,No,Pre-Owned,46.0,172297,22.19,22.19,22.2
Niro,K사,y0,AWD,w5,No,Nearly New,56.0,46901,28.64,28.64,28.64
MY,T사,y0,AWD,w7,No,Brand New,90.0,5787,64.53,64.53,64.54
M3,T사,y0,RWD,w4,No,Nearly New,63.701,26150,53.77,53.77,53.78
i3,B사,y0,RWD,w8,No,Brand New,90.0,4275,24.19,24.19,24.19
eT,A사,y0,AWD,w7,No,Brand New,91.2,470,65.44,65.44,65.45
Tay,P사,y0,AWD,w2,No,Brand New,90.0,4728,99.5,103.0,103.91
ID4,V사,y0,AWD,w7,No,Brand New,90.0,6222,33.95,33.95,33.96
eT,A사,y0,AWD,w0,No,Pre-Owned,68.532,124211,69.5,69.5,69.5
EV6,K사,y0,FWD,w9,No,Brand New,90.0,7413,39.75,39.75,39.76
eT,A사,y0,AWD,w7,No,Brand New,91.2,7672,65.61,65.61,64.71
MS,T사,y0,AWD,w8,No,Brand New,99.8,7507,63.24,63.24,63.25
i5,B사,y0,RWD,w4,No,Nearly New,68.967,32267,63.59,63.59,63.59
MX,T사,y0,AWD,w0,No,Pre-Owned,72.139,54600,88.41,88.41,88.67
ION6,H사,y0,AWD,w9,No,Brand New,90.0,6974,38.97,38.97,38.97
iX,B사,y0,RWD,w8,No,Brand New,90.0,2806,79.79,79.79,80.38
EV6,K사,y0,FWD,w9,No,Brand New,90.0,6731,41.63,41.63,41.63
EV6,K사,y0,FWD,w9,No,Brand New,90.0,8398,39.9,39.9,39.91
Soul,K사,y0,FWD,w5,No,Nearly New,56.0,37615,23.43,23.43,23.43
Q4eT,A사,y0,AWD,w8,No,Brand New,90.0,8362,59.76,59.76,59.76
TayCT,P사,y0,AWD,w2,No,Brand New,90.0,4898,120.27,121.0,120.28
MY,T사,y0,AWD,w8,No,Brand New,90.0,8869,75.56,75.56,75.57
ION6,H사,y0,AWD,w9,No,Brand New,90.0,4105,38.81,38.81,38.91
KNE,H사,y0,FWD,w4,No,Pre-Owned,68.488,52226,28.91,28.91,28.92
M3,T사,y0,RWD,w8,Yes,Brand New,90.0,1043,54.57,54.57,54.58
i5,B사,y0,AWD,w7,No,Brand New,90.0,6373,65.1,65.1,65.1
TayGTS,P사,y0,AWD,w2,No,Brand New,93.4,5345,160.69,160.69,160.69
EV6,K사,y0,AWD,w9,No,Brand New,90.0,6613,40.27,40.27,40.27
RSeTGT,A사,y0,AWD,w1,No,Pre-Owned,78.227,82964,97.89,97.89,97.9
ID4,V사,y0,AWD,w0,No,Pre-Owned,53.325,148800,39.69,39.69,39.7
Soul,K사,y0,FWD,w3,No,Pre-Owned,48.093,128877,23.64,23.64,23.64
TayGTS,P사,y0,AWD,w2,No,Nearly New,76.156,40871,159.0,159.0,159.0
IONIQ,H사,y0,FWD,w1,No,Nearly New,46.93,11494,20.03,20.03,20.04
i3,B사,y2,RWD,w6,No,Nearly New,56.0,33586,23.58,23.58,23.58
ION6,H사,y0,AWD,w1,No,Pre-Owned,53.602,94063,37.18,37.18,36.79
eT,A사,y0,AWD,w1,No,Pre-Owned,71.388,118186,72.45,72.45,72.46
MX,T사,y1,AWD,w5,No,Nearly New,88.474,45140,94.27,94.27,94.28
RSeTGT,A사,y0,AWD,w7,Yes,Brand New,90.0,5391,99.99,99.99,100.0
TayGTS,P사,y0,AWD,w2,No,Pre-Owned,64.683,144028,151.1,151.1,151.11
RSeTGT,A사,y0,AWD,w3,No,Nearly New,78.227,16987,99.81,99.81,99.82
Niro,K사,y0,FWD,w3,No,Pre-Owned,48.093,128147,27.34,27.34,27.34
MS,T사,y0,AWD,w2,No,Pre-Owned,78.276,135066,80.83,80.83,80.84
eT,A사,y0,AWD,w0,No,Pre-Owned,65.791,176778,69.84,69.84,70.19
iX,B사,y0,RWD,w7,No,Brand New,90.0,7752,79.82,79.82,79.53
iX,B사,y0,AWD,w8,No,Brand New,90.0,3507,80.34,80.34,80.35
iX,B사,y0,RWD,w8,No,Brand New,90.0,9434,80.06,80.06,80.06
i5,B사,y0,AWD,w0,No,Pre-Owned,58.577,173322,61.42,61.42,61.42
EV6,K사,y0,FWD,w10,No,Brand New,90.0,5215,47.34,47.34,47.34
